Chave,Tipo de item,Resumo,Projeto,Unidade de Negócio,Status,Prioridade,Criado,Resolvido_Piloto,Atualizado(a),SLA_Horas_Resolucao,HorasResolucao_Calculated,CumpriuSLA_Resolucao_Calculated,SLA_Violado_Calculated,SLA_Horas_Primeira_Resposta,HorasPrimeiraResposta_Original,CumpriuSLA_PrimeiraResposta_Calculated,Is_Open,Aging_Horas,Em_Risco,Status_Categoria,LeadTime_Horas,Mes_Criacao,Ano_Criacao,Tempo até a primeira resposta,Tempo de resolução,SLA,Primeira Resposta
SEB-95,Bug,Problema no salescenter - T-1372984,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-07-29 15:38:00,2024-08-08 14:28:00,2024-08-08 14:28:00,16.0,238.83333333333334,Não,Sim,8.0,3.5166666666666666,Sim,False,,Não,Fechado,238.83333333333334,2024-07-31 00:00:00,2024,3:31:00,3:31:00,Atingido,Atingido
SEB-96,Dúvida ,Erro Centro de Fornecimento - CMMF 5861034767,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-29 15:54:00,2024-07-29 15:58:00,2024-07-29 15:58:00,16.0,0.06666666666666667,Sim,Não,8.0,7.883333333333333,Sim,False,,Não,Fechado,0.06666666666666667,2024-07-31 00:00:00,2024,7:53:00,7:53:00,Atingido,Atingido
SEB-97,Dúvida ,Atualização Preços Sales Center - Cookware (importados),SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-29 16:00:00,2024-07-29 16:07:00,2024-07-29 16:07:00,16.0,0.11666666666666667,Sim,Não,8.0,7.883333333333333,Sim,False,,Não,Fechado,0.11666666666666667,2024-07-31 00:00:00,2024,7:53:00,7:53:00,Atingido,Atingido
SEB-98,Bug,Pedidos Suspensos(cancelados) Domestilar - T-1373106,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-07-30 09:02:00,2024-08-14 10:17:00,2024-08-14 10:17:00,16.0,361.25,Não,Sim,8.0,5.683333333333334,Sim,False,,Não,Fechado,361.25,2024-07-31 00:00:00,2024,5:41:00,5:41:00,Atingido,Atingido
SPR-101,Problema,Timeout na API,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-10-04 11:30:00,2024-11-29 18:27:00,2024-11-29 18:27:00,16.0,1350.95,Não,Sim,8.0,17.95,Não,False,,Não,Fechado,1350.95,2024-10-31 00:00:00,2024,17:57:00,"-1 day, 1:50:00",Violado,Atingido
SPR-104,Dúvida ,Relatório Survey,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-11-04 10:29:00,2024-11-06 21:04:00,2024-11-08 10:33:00,16.0,58.583333333333336,Não,Sim,8.0,18.35,Não,False,,Não,Fechado,58.583333333333336,2024-11-30 00:00:00,2024,18:21:00,22:01:00,Atingido,Atingido
SPR-106,Dúvida ,Habilitar acesso as unidades Sapore,Sapore - Suporte,Tribo 1,Concluído,Lowest,2024-11-18 11:31:00,2025-03-06 19:40:00,2025-03-06 19:40:00,40.0,2600.15,Não,Sim,20.0,32.75,Não,False,,Não,Fechado,2600.15,2024-11-30 00:00:00,2024,"1 day, 8:45:00","1 day, 15:59:00",Atingido,Atingido
SPR-108,Dúvida ,Possivel Bug na plataforma Eventos Sapore,Sapore - Suporte,Tribo 1,Concluído,Lowest,2024-12-09 11:55:00,2025-03-11 11:42:00,2025-03-11 13:52:00,40.0,2207.7833333333333,Não,Sim,20.0,37.45,Não,False,,Não,Fechado,2207.7833333333333,2024-12-31 00:00:00,2024,"1 day, 13:27:00","1 day, 15:43:00",Atingido,Atingido
SPR-110,Dúvida ,Problemas com envio de e-mails !,Sapore - Suporte,Tribo 1,Finalizado,Lowest,2025-01-30 11:37:00,2025-02-27 11:06:00,2025-02-27 11:06:00,40.0,671.4833333333333,Não,Sim,20.0,35.166666666666664,Não,False,,Não,Fechado,671.4833333333333,2025-01-31 00:00:00,2025,"1 day, 11:10:00","1 day, 11:10:00",Atingido,Atingido
SPR-111,Dúvida ,Geração Relatório de Respostas,Sapore - Suporte,Tribo 1,Concluído,Lowest,2025-02-05 11:39:00,2025-02-05 11:43:00,2025-02-05 11:43:00,40.0,0.06666666666666667,Sim,Não,20.0,39.95,Não,False,,Não,Fechado,0.06666666666666667,2025-02-28 00:00:00,2025,"1 day, 15:57:00","1 day, 15:57:00",Atingido,Atingido
SPR-112,Incidente,Desabilitação do QR Code – Unidade Cocal CR0524,Sapore - Suporte,Tribo 1,Concluído,Lowest,2025-03-10 10:03:00,2025-03-10 12:08:00,2025-03-26 17:58:00,40.0,2.0833333333333335,Sim,Não,20.0,37.95,Não,False,,Não,Fechado,2.0833333333333335,2025-03-31 00:00:00,2025,"1 day, 13:57:00","1 day, 13:57:00",Atingido,Atingido
SPR-42,Bug,Fornecedores configurados no Portal,Sapore - Suporte,Tribo 1,Encerrado,Lowest,2023-10-23 10:29:00,,2024-04-11 09:41:00,40.0,,Pendente,N/A,20.0,-67.21666666666667,Sim,False,,Não,Fechado,,2023-10-31 00:00:00,2023,"-2 days, 19:13:00","-2 days, 19:13:00",Violado,Violado
SPR-61,Incidente,Sem acesso a plataforma Survey,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-01-17 15:49:00,2024-01-19 10:16:00,2024-02-05 13:17:00,16.0,42.45,Não,Sim,8.0,11.933333333333334,Não,False,,Não,Fechado,42.45,2024-01-31 00:00:00,2024,11:56:00,18:57:00,Atingido,Atingido
SPR-63,Problema,Falha ao enviar e-mails no portal de eventos,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-02-14 11:11:00,2024-02-14 11:14:00,2024-03-11 11:42:00,16.0,0.05,Sim,Não,8.0,23.95,Não,False,,Não,Fechado,0.05,2024-02-29 00:00:00,2024,23:57:00,23:57:00,Atingido,Atingido
SPR-65,Incidente,Portal de Eventos - Bugs,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-03-18 08:37:00,2024-05-20 16:56:00,2024-05-20 16:56:00,16.0,1520.3166666666666,Não,Sim,8.0,-398.65,Sim,False,,Não,Fechado,1520.3166666666666,2024-03-31 00:00:00,2024,"-16 days, 14:39:00","-16 days, 14:39:00",Violado,Violado
SPR-66,Incidente,Cadastro Usuário Inativo,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-03-22 09:13:00,2024-04-08 14:56:00,2024-04-08 14:56:00,16.0,413.71666666666664,Não,Sim,8.0,23.416666666666668,Não,False,,Não,Fechado,413.71666666666664,2024-03-31 00:00:00,2024,23:25:00,"-4 days, 15:44:00",Violado,Atingido
SPR-68,Problema,[EVENTOS] - Erro de TimeZone,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-04-02 20:14:00,2024-05-20 16:54:00,2024-05-20 16:54:00,16.0,1148.6666666666667,Não,Sim,8.0,23.0,Não,False,,Não,Fechado,1148.6666666666667,2024-04-30 00:00:00,2024,23:00:00,"1 day, 0:00:00",Atingido,Atingido
SPR-69,Bug,Erro digitação quantidade,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-04-04 10:18:00,2024-08-14 08:55:00,2024-08-14 08:55:00,16.0,3166.616666666667,Não,Sim,8.0,5.816666666666666,Sim,False,,Não,Fechado,3166.616666666667,2024-04-30 00:00:00,2024,5:49:00,23:17:00,Atingido,Atingido
SPR-70,Incidente,Cadastro novos produtos,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-04-04 10:21:00,2024-04-08 08:50:00,2024-04-08 08:57:00,16.0,94.48333333333333,Não,Sim,8.0,7.35,Sim,False,,Não,Fechado,94.48333333333333,2024-04-30 00:00:00,2024,7:21:00,"1 day, 0:00:00",Atingido,Atingido
SPR-71,Dúvida ,War Room Abril,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-04-29 10:54:00,2024-05-22 10:21:00,2024-05-22 10:21:00,16.0,551.45,Não,Sim,8.0,23.983333333333334,Não,False,,Não,Fechado,551.45,2024-04-30 00:00:00,2024,23:59:00,23:59:00,Atingido,Atingido
SPR-72,Incidente,Desativar QRCode ,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-05-09 09:13:00,2024-05-20 16:53:00,2024-05-20 17:05:00,16.0,271.6666666666667,Não,Sim,8.0,-54.95,Sim,False,,Não,Fechado,271.6666666666667,2024-05-31 00:00:00,2024,"-2 days, 6:57:00","-2 days, 6:57:00",Violado,Violado
SPR-73,Dúvida ,Documentação - Cotação,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-05-16 20:53:00,2024-06-13 15:07:00,2024-06-13 15:07:00,16.0,666.2333333333333,Não,Sim,8.0,-43.666666666666664,Sim,False,,Não,Fechado,666.2333333333333,2024-05-31 00:00:00,2024,"-1 day, 19:40:00","-1 day, 19:40:00",Violado,Violado
SPR-74,Problema,Lentidão no Portal de Eventos,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-05-20 17:28:00,2024-08-29 23:39:00,2024-08-29 23:39:00,16.0,2430.1833333333334,Não,Sim,8.0,-266.6166666666667,Sim,False,,Não,Fechado,2430.1833333333334,2024-05-31 00:00:00,2024,"-11 days, 2:37:00","-11 days, 2:37:00",Violado,Violado
SPR-75,Dúvida ,Definições - Usuário comprador,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-05-29 16:14:00,2024-07-03 09:39:00,2024-07-03 09:39:00,16.0,833.4166666666666,Não,Sim,8.0,21.233333333333334,Não,False,,Não,Fechado,833.4166666666666,2024-05-31 00:00:00,2024,21:14:00,22:14:00,Atingido,Atingido
SPR-76,Dúvida ,Geração Relatório de Respostas,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-06-05 09:28:00,2024-06-10 18:49:00,2024-06-10 18:49:00,16.0,129.35,Não,Sim,8.0,1.1,Sim,False,,Não,Fechado,129.35,2024-06-30 00:00:00,2024,1:06:00,8:00:00,Atingido,Atingido
SPR-77,Incidente,Unidades Survey,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-06-10 09:43:00,2024-06-10 13:25:00,2024-06-18 12:19:00,16.0,3.7,Sim,Não,8.0,20.433333333333334,Não,False,,Não,Fechado,3.7,2024-06-30 00:00:00,2024,20:26:00,20:26:00,Atingido,Atingido
SPR-78,Incidente,Lentidão no Portal de Novos Negocios,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-06-12 11:03:00,2024-06-24 11:05:00,2024-06-24 11:05:00,16.0,288.03333333333336,Não,Sim,8.0,-56.833333333333336,Sim,False,,Não,Fechado,288.03333333333336,2024-06-30 00:00:00,2024,"-2 days, 8:50:00","-2 days, 8:50:00",Violado,Violado
SPR-79,Bug,Erro ao carregar centro de custo na pagina de usuários ( Oracle Data Manager ),Sapore - Suporte,Tribo 1,Concluído,Medium,2024-06-12 18:58:00,2024-06-17 13:52:00,2024-06-18 12:18:00,16.0,114.9,Não,Sim,8.0,1.1166666666666667,Sim,False,,Não,Fechado,114.9,2024-06-30 00:00:00,2024,1:07:00,1:07:00,Atingido,Atingido
SPR-82,Dúvida ,Cadastro de login fornecedor RGB,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-06-27 11:19:00,2024-08-14 08:53:00,2024-08-20 14:50:00,16.0,1149.5666666666666,Não,Sim,8.0,22.1,Não,False,,Não,Fechado,1149.5666666666666,2024-06-30 00:00:00,2024,22:06:00,22:23:00,Atingido,Atingido
SPR-85,Problema,App e site com Tela Branca,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-08-12 10:17:00,2024-08-29 23:39:00,2024-08-29 23:39:00,16.0,421.3666666666667,Não,Sim,8.0,7.333333333333333,Sim,False,,Não,Fechado,421.3666666666667,2024-08-31 00:00:00,2024,7:20:00,7:20:00,Atingido,Atingido
SPR-86,Problema,Lentidão e falha no Login Survey,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-08-30 09:33:00,2024-09-05 16:59:00,2024-09-09 08:46:00,16.0,151.43333333333334,Não,Sim,8.0,19.883333333333333,Não,False,,Não,Fechado,151.43333333333334,2024-08-31 00:00:00,2024,19:53:00,19:53:00,Atingido,Atingido
SPR-87,Problema,QRCode Erro ao gravar a pesquisa,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-08-30 09:34:00,2024-09-05 16:55:00,2024-09-05 16:55:00,16.0,151.35,Não,Sim,8.0,20.8,Não,False,,Não,Fechado,151.35,2024-08-31 00:00:00,2024,20:48:00,"-1 day, 7:54:00",Violado,Atingido
SPR-88,Problema,Problema de Performance - Survey,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-08-30 09:40:00,2024-09-05 16:59:00,2024-09-05 16:59:00,16.0,151.31666666666666,Não,Sim,8.0,17.166666666666668,Não,False,,Não,Fechado,151.31666666666666,2024-08-31 00:00:00,2024,17:10:00,17:10:00,Atingido,Atingido
SPR-90,Incidente,Bug no Plataforma,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-08-30 17:40:00,2024-08-30 17:49:00,2024-08-30 18:02:00,16.0,0.15,Sim,Não,8.0,23.883333333333333,Não,False,,Não,Fechado,0.15,2024-08-31 00:00:00,2024,23:53:00,23:53:00,Atingido,Atingido
SPR-91,Problema,Lentidão,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-09-02 17:05:00,2024-10-03 11:55:00,2024-10-03 14:28:00,16.0,738.8333333333334,Não,Sim,8.0,4.133333333333334,Sim,False,,Não,Fechado,738.8333333333334,2024-09-30 00:00:00,2024,4:08:00,23:46:00,Atingido,Atingido
SPR-92,Problema,"Erro ""Algo deu errado"" ao selecionar alguns Fornecedores  - Pedidos",Sapore - Suporte,Tribo 1,Concluído,Medium,2024-09-12 15:27:00,2024-10-07 13:18:00,2024-10-07 13:18:00,16.0,597.85,Não,Sim,8.0,16.0,Não,False,,Não,Fechado,597.85,2024-09-30 00:00:00,2024,16:00:00,23:56:00,Atingido,Atingido
SPR-93,Bug,Campo de Fornecedor não responsivo - Pedidos,Sapore - Suporte,Tribo 1,Encerrado,Medium,2024-09-12 15:47:00,2024-10-07 13:17:00,2024-10-07 13:17:00,16.0,597.5,Não,Sim,8.0,23.933333333333334,Não,False,,Não,Fechado,597.5,2024-09-30 00:00:00,2024,23:56:00,23:56:00,Atingido,Atingido
SPR-94,Problema,Possivel Bug na plataforma Eventos Sapore,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-09-18 16:55:00,2024-10-07 13:25:00,2024-10-07 13:25:00,16.0,452.5,Não,Sim,8.0,-41.93333333333333,Sim,False,,Não,Fechado,452.5,2024-09-30 00:00:00,2024,"-1 day, 17:56:00","-1 day, 17:56:00",Violado,Violado
SPR-97,Problema,Erro Portal de Distribuição,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-09-23 11:12:00,2024-10-25 15:24:00,2024-10-25 15:24:00,16.0,772.2,Não,Sim,8.0,-34.016666666666666,Sim,False,,Não,Fechado,772.2,2024-09-30 00:00:00,2024,"-1 day, 10:01:00","-1 day, 9:01:00",Violado,Violado
SPR-99,Bug,BUG´s no portal de Eventos,Sapore - Suporte,Tribo 1,Concluído,Medium,2024-10-03 12:00:00,2024-10-07 13:30:00,2024-10-07 13:30:00,16.0,97.5,Não,Sim,8.0,4.483333333333333,Sim,False,,Não,Fechado,97.5,2024-10-31 00:00:00,2024,4:29:00,4:29:00,Atingido,Atingido
SUPG-701,Bug,149049 Ovs bloqueadas - VALMIR JOSÉ BORDGNON,Galvani - Suporte,Tribo 2,Concluído,Lowest,2023-10-03 14:25:00,,2024-01-30 14:18:00,40.0,,Pendente,N/A,20.0,23.983333333333334,Não,False,,Não,Fechado,,2023-10-31 00:00:00,2023,23:59:00,23:59:00,Atingido,Atingido
SUPG-725,Incidente,150204 BASE PORTAL CARTEIRA,Galvani - Suporte,Tribo 2,Concluído,Medium,2023-12-13 15:13:00,,2024-06-11 15:29:00,16.0,,Pendente,N/A,8.0,8.0,Sim,False,,Não,Fechado,,2023-12-31 00:00:00,2023,8:00:00,"-38 days, 12:41:00",Violado,Atingido
SUPG-732,Dúvida ,Custeio Hosting GCP BigQuery BI - Dezembro 2023,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-01-03 16:25:00,2024-01-03 16:25:00,2024-01-31 14:41:00,16.0,0.0,Sim,Não,8.0,7.983333333333333,Sim,False,,Não,Fechado,0.0,2024-01-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-733,Incidente,BOTÕES PORTAL DE CRÉDITO,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-04 10:52:00,2024-01-19 10:30:00,2024-04-11 09:08:00,40.0,359.6333333333333,Não,Sim,20.0,-43.1,Sim,False,,Não,Fechado,359.6333333333333,2024-01-31 00:00:00,2024,"-1 day, 19:06:00","-3 days, 3:55:00",Violado,Violado
SUPG-734,Incidente,BOTÃO PARA ALÇADA COMERCIAL,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-01-08 10:27:00,2024-01-09 17:43:00,2024-01-17 15:16:00,16.0,31.266666666666666,Não,Sim,8.0,6.85,Sim,False,,Não,Fechado,31.266666666666666,2024-01-31 00:00:00,2024,6:51:00,6:51:00,Atingido,Atingido
SUPG-735,Incidente,ERRO NO SERVIDOR GSC,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-08 16:51:00,2024-01-10 10:27:00,2024-04-11 09:08:00,40.0,41.6,Não,Sim,20.0,-47.68333333333333,Sim,False,,Não,Fechado,41.6,2024-01-31 00:00:00,2024,"-1 day, 23:41:00","-1 day, 23:41:00",Violado,Violado
SUPG-737,Bug,BUG-Front do Portal C&C,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-15 11:15:00,2024-01-22 16:22:00,2024-04-11 09:09:00,40.0,173.11666666666667,Não,Sim,20.0,-47.13333333333333,Sim,False,,Não,Fechado,173.11666666666667,2024-01-31 00:00:00,2024,"-1 day, 23:08:00","-1 day, 23:08:00",Violado,Violado
SUPG-738,Bug Legado,Erro ao baixar titulos no portal carteira,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-15 12:23:00,2024-01-19 14:34:00,2024-04-11 09:08:00,40.0,98.18333333333334,Não,Sim,20.0,7.983333333333333,Sim,False,,Não,Fechado,98.18333333333334,2024-01-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-739,Incidente,Erro em aprovação do App,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-17 10:45:00,2024-01-19 09:41:00,2024-07-15 11:23:00,40.0,46.93333333333333,Não,Sim,20.0,7.933333333333334,Sim,False,,Não,Fechado,46.93333333333333,2024-01-31 00:00:00,2024,7:56:00,7:56:00,Atingido,Atingido
SUPG-740,Bug Legado,Bloqueio b9 - Carregamento (QAS) - OV 12234,Galvani - Suporte,Tribo 2,Encerrado,Medium,2024-01-17 11:12:00,2024-06-20 15:02:00,2024-06-24 08:13:00,16.0,3723.8333333333335,Não,Sim,8.0,2.2,Sim,False,,Não,Fechado,3723.8333333333335,2024-01-31 00:00:00,2024,2:12:00,"-2 days, 13:42:00",Violado,Atingido
SUPG-744,Incidente,Apoio com KOB1,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-01-25 12:02:00,2024-01-29 17:31:00,2024-04-11 09:09:00,40.0,101.48333333333333,Não,Sim,20.0,48.0,Não,False,,Não,Fechado,101.48333333333333,2024-01-31 00:00:00,2024,"2 days, 0:00:00","-1 day, 13:45:00",Violado,Atingido
SUPG-745,Incidente,Tabela Capex COOI - Bigquery,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-01-25 12:10:00,2024-01-26 14:18:00,2024-01-26 14:18:00,16.0,26.133333333333333,Não,Sim,8.0,1.9166666666666665,Sim,False,,Não,Fechado,26.133333333333333,2024-01-31 00:00:00,2024,1:55:00,1:55:00,Atingido,Atingido
SUPG-746,Bug,BUG - Solicitação de aprovação por e-mail - Portal CC,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-01-26 13:49:00,2024-04-29 14:09:00,2024-04-29 16:25:00,16.0,2256.3333333333335,Não,Sim,8.0,2.0,Sim,False,,Não,Fechado,2256.3333333333335,2024-01-31 00:00:00,2024,2:00:00,"-15 days, 15:46:00",Violado,Atingido
SUPG-747,Dúvida ,Custeio Hosting GCP BigQuery BI - Janeiro 2024,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-01-31 14:41:00,2024-01-31 14:42:00,2024-02-29 07:30:00,16.0,0.016666666666666666,Sim,Não,8.0,7.983333333333333,Sim,False,,Não,Fechado,0.016666666666666666,2024-01-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-749,Incidente,Apoio com retomada do RPA - Contas a pagar,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-02-05 08:09:00,2024-02-19 13:55:00,2024-04-11 09:10:00,40.0,341.76666666666665,Não,Sim,20.0,-105.23333333333333,Sim,False,,Não,Fechado,341.76666666666665,2024-02-29 00:00:00,2024,"-4 days, 9:14:00","-4 days, 9:14:00",Violado,Violado
SUPG-750,Bug,KOB1 - Conversão dos dados de valor_total,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-02-09 17:08:00,2024-03-05 12:39:00,2024-04-11 09:17:00,40.0,595.5166666666667,Não,Sim,20.0,-84.21666666666667,Sim,False,,Não,Fechado,595.5166666666667,2024-02-29 00:00:00,2024,"-3 days, 12:13:00","-3 days, 12:13:00",Violado,Violado
SUPG-753,Incidente,Deploy em PRD - 10 partidas,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-02-20 13:38:00,2024-02-20 13:42:00,2024-02-20 13:46:00,16.0,0.06666666666666667,Sim,Não,8.0,7.933333333333334,Sim,False,,Não,Fechado,0.06666666666666667,2024-02-29 00:00:00,2024,7:56:00,7:56:00,Atingido,Atingido
SUPG-754,Dúvida ,Criação de usuarios no portal carteira,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-02-22 09:36:00,2024-02-22 13:45:00,2024-02-22 13:45:00,16.0,4.15,Sim,Não,8.0,5.25,Sim,False,,Não,Fechado,4.15,2024-02-29 00:00:00,2024,5:15:00,5:15:00,Atingido,Atingido
SUPG-755,Dúvida ,Retomada logout do app após 5 minutos,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-02-23 08:00:00,2024-03-05 14:51:00,2024-04-11 09:17:00,40.0,270.85,Não,Sim,20.0,7.983333333333333,Sim,False,,Não,Fechado,270.85,2024-02-29 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-756,Bug Legado,Erro criação de usuário GSC,Galvani - Suporte,Tribo 2,Concluído,Lowest,2024-02-23 14:19:00,2024-03-05 14:52:00,2024-04-11 09:16:00,40.0,264.55,Não,Sim,20.0,6.833333333333333,Sim,False,,Não,Fechado,264.55,2024-02-29 00:00:00,2024,6:50:00,6:50:00,Atingido,Atingido
SUPG-759,Dúvida ,Custeio Hosting GCP BigQuery BI - Fevereiro 2024,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-02-29 07:30:00,2024-02-29 07:31:00,2024-03-29 10:54:00,16.0,0.016666666666666666,Sim,Não,8.0,8.0,Sim,False,,Não,Fechado,0.016666666666666666,2024-02-29 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
SUPG-760,Incidente,Acesso banco de dados CILEMPROD,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-03-01 10:24:00,2024-03-01 15:51:00,2024-03-01 15:54:00,16.0,5.45,Sim,Não,8.0,2.7666666666666666,Sim,False,,Não,Fechado,5.45,2024-03-31 00:00:00,2024,2:46:00,2:46:00,Atingido,Atingido
SUPG-761,Incidente,Aprovações no App Galvani,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-03-08 10:55:00,2024-07-23 14:22:00,2024-07-23 14:22:00,16.0,3291.45,Não,Sim,8.0,-31.316666666666666,Sim,False,,Não,Fechado,3291.45,2024-03-31 00:00:00,2024,"-1 day, 7:19:00","-36 days, 6:54:00",Violado,Violado
SUPG-764,Dúvida ,Apoio com RFC,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-03-25 17:21:00,2024-04-02 14:37:00,2024-04-02 14:37:00,16.0,189.26666666666668,Não,Sim,8.0,2.35,Sim,False,,Não,Fechado,189.26666666666668,2024-03-31 00:00:00,2024,2:21:00,"-2 days, 16:26:00",Violado,Atingido
SUPG-765,Dúvida ,Custeio Hosting GCP BigQuery BI - Março 2024,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-03-29 10:54:00,2024-03-29 10:55:00,2024-04-30 09:25:00,16.0,0.016666666666666666,Sim,Não,8.0,7.983333333333333,Sim,False,,Não,Fechado,0.016666666666666666,2024-03-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-766,Incidente,Avaliação e correção de vulnerabilidades,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-04-02 16:24:00,2024-05-09 10:25:00,2024-05-09 10:25:00,16.0,882.0166666666667,Não,Sim,8.0,-124.3,Sim,False,,Não,Fechado,882.0166666666667,2024-04-30 00:00:00,2024,"-5 days, 4:18:00","-6 days, 17:53:00",Violado,Violado
SUPG-769,Dúvida ,Apoio com calculo de PMOC,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-04-29 14:11:00,2024-04-29 16:34:00,2024-04-29 16:34:00,16.0,2.3833333333333333,Sim,Não,8.0,5.65,Sim,False,,Não,Fechado,2.3833333333333333,2024-04-30 00:00:00,2024,5:39:00,5:39:00,Atingido,Atingido
SUPG-770,Dúvida ,Custeio Hosting GCP BigQuery BI - Abril 2024,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-04-30 09:25:00,2024-04-30 09:25:00,2024-05-29 14:39:00,16.0,0.0,Sim,Não,8.0,7.983333333333333,Sim,False,,Não,Fechado,0.0,2024-04-30 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-772,Incidente,Encerramento de projetos,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-05-21 13:34:00,2024-06-18 15:04:00,2024-06-24 13:20:00,16.0,673.5,Não,Sim,8.0,-119.31666666666666,Sim,False,,Não,Fechado,673.5,2024-05-31 00:00:00,2024,"-4 days, 23:19:00","-6 days, 4:13:00",Violado,Violado
SUPG-774,Dúvida ,Agenda para cofre de senhas,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-05-23 17:39:00,2024-05-28 14:28:00,2024-05-28 14:28:00,16.0,116.81666666666666,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,116.81666666666666,2024-05-31 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
SUPG-776,Dúvida ,Custeio Hosting GCP BigQuery BI - Maio 2024,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-05-29 14:39:00,2024-05-29 14:39:00,2024-06-28 12:01:00,16.0,0.0,Sim,Não,8.0,7.983333333333333,Sim,False,,Não,Fechado,0.0,2024-05-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-777,Incidente,Rota de aprovação de pedidos,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-06-05 17:40:00,2024-06-18 15:07:00,2024-06-24 13:20:00,16.0,309.45,Não,Sim,8.0,1.8,Sim,False,,Não,Fechado,309.45,2024-06-30 00:00:00,2024,1:48:00,"-3 days, 13:02:00",Violado,Atingido
SUPG-779,Incidente,Alterar aprovador de Formulario 153374,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-06-06 11:45:00,2024-06-10 17:06:00,2024-06-10 17:06:00,16.0,101.35,Não,Sim,8.0,7.983333333333333,Sim,False,,Não,Fechado,101.35,2024-06-30 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
SUPG-780,Incidente,Alterar campos CNPJ e Produto da Lista de ShairPoin,Galvani - Suporte,Tribo 2,Concluído,Medium,2024-06-06 12:00:00,2024-06-17 12:02:00,2024-06-17 12:02:00,16.0,264.03333333333336,Não,Sim,8.0,7.983333333333333,Sim,False,,Não,Fechado,264.03333333333336,2024-06-30 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
